,access,bridge,geometry,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,u,v,width,poi,crime,poi_std,crime_std,trees,greenness_std
102,,,"LINESTRING (697941.4907261978 5712167.652468205, 697940.8100765806 5712146.825347841, 697940.5057602258 5712135.399889866, 697939.4267241703 5712127.095463154, 697934.973886017 5712122.300596825)",footway,,0,,47.145,,,False,26789058,,,,293863644,34709160,,0,0,0.0,0.0,0,0.0
103,,,"LINESTRING (699307.9222749562 5712641.476114546, 699302.4355470721 5712639.879708121, 699298.6601791366 5712639.096629988, 699268.8350104168 5712633.29236743, 699250.4150550037 5712630.475216451, 699253.8677445576 5712620.555599778)","['pedestrian', 'footway']",,0,,68.896,,,False,"[132202705, 256087386, 474029212, 180896373]",,,,1913487610,2617831366,,0,0,0.0,0.0,0,0.0
104,,,"LINESTRING (699307.9222749562 5712641.476114546, 699309.8764484012 5712630.985411561, 699311.4875262345 5712622.686035912, 699312.9251808822 5712614.558011693, 699314.2196356282 5712609.720439894, 699315.7859185645 5712604.681978307, 699317.3323167549 5712600.856494739, 699319.1855424064 5712597.176694695, 699323.1998413913 5712592.234442435)",tertiary,,0,2,52.230999999999995,20 mph,Midland Road,False,669435129,,,,1913487610,5062367071,,0,0,0.0,0.0,0,0.0
105,,,"LINESTRING (699307.9222749562 5712641.476114546, 699290.5316651776 5712718.161502699, 699286.7514695203 5712731.642691922)",tertiary,,0,2,92.564,20 mph,Midland Road,False,669435129,,,,1913487610,6444223180,,0,0,0.0,0.0,0,0.0
106,,,"LINESTRING (699092.1879840167 5712409.515800206, 699043.3764868203 5712377.38980535)",trunk,,0,3,58.285,30 mph,Euston Road,False,41910721,A501,,,3215065353,3175297221,,0,0,0.0,0.0,4,0.1705078512652885
107,,,"LINESTRING (699092.1879840167 5712409.515800206, 699099.0738350136 5712414.050941339)",trunk,,0,3,8.224,30 mph,Euston Road,False,41910721,A501,,,3215065353,14958919,,0,0,0.0,0.0,2,0.21385471808511186
108,,,"LINESTRING (699092.1879840167 5712409.515800206, 699087.1743328166 5712417.447821391)",footway,,0,,9.371,,,False,315392147,,,,3215065353,3215065355,,0,0,0.0,0.0,1,0.1281662875566508
109,,,"LINESTRING (699087.1743328166 5712417.447821391, 699094.7705153148 5712422.289223458)",trunk,,0,2,8.984,30 mph,Euston Road,False,26294450,A501,,,3215065355,110099,,0,0,0.0,0.0,0,0.0
110,,,"LINESTRING (699087.1743328166 5712417.447821391, 699092.1879840167 5712409.515800206)",footway,,0,,9.371,,,False,315392147,,,,3215065355,3215065353,,0,0,0.0,0.0,1,0.1281662875566508
111,,,"LINESTRING (699087.1743328166 5712417.447821391, 699084.6356404719 5712415.766950931, 699027.0451778169 5712379.733220384)",trunk,,0,2,70.79400000000001,30 mph,Euston Road,False,26294450,A501,,,3215065355,3175297223,,0,0,0.0,0.0,0,0.0
112,,,"LINESTRING (699110.4935818142 5712421.637002029, 699099.0738350136 5712414.050941339)",trunk,,0,3,13.675,30 mph,Euston Road,False,292801791,A501,,,3215065356,14958919,,0,0,0.0,0.0,2,0.17688703559572835
113,,,"LINESTRING (699110.4935818142 5712421.637002029, 699105.6026565396 5712429.273169101)",footway,,0,,9.056,,,False,315392146,,,,3215065356,3215065358,,0,0,0.0,0.0,1,0.12987896864176265
114,,,"LINESTRING (699110.4935818142 5712421.637002029, 699112.9915257093 5712423.29401573, 699147.5774521636 5712447.278966916, 699189.1385154476 5712475.635924881, 699211.7047369208 5712491.031624884)",trunk,,0,3,122.40799999999999,30 mph,Euston Road,False,"[17513378, 292801791]",A501,,,3215065356,2963402600,,0,0,0.0,0.0,0,0.0
115,,,"LINESTRING (699105.6026565396 5712429.273169101, 699094.7705153148 5712422.289223458)",trunk,,0,2,12.855,30 mph,Euston Road,False,41518101,A501,,,3215065358,110099,,0,0,0.0,0.0,1,0.11404451190667765
116,,,"LINESTRING (699105.6026565396 5712429.273169101, 699110.4935818142 5712421.637002029)",footway,,0,,9.056,,,False,315392146,,,,3215065358,3215065356,,0,0,0.0,0.0,1,0.12987896864176265
117,,,"LINESTRING (699105.6026565396 5712429.273169101, 699113.6200497866 5712434.353844137, 699170.2850599341 5712473.937888376)",trunk,,0,2,78.416,30 mph,Euston Road,False,41518101,A501,,,3215065358,25475206,,1,0,0.05392130448349,0.0,2,0.1086118605169352
118,,,"LINESTRING (698855.1694042784 5712475.793211306, 698851.6013256002 5712481.58845347)",footway,,0,,6.797,,,False,328936386,,,,6381240592,3357569165,,0,0,0.0,0.0,0,0.0
119,,,"LINESTRING (698855.1694042784 5712475.793211306, 698863.0838941843 5712462.952686372)",footway,,0,,15.064,,,False,328936386,,,,6381240592,3357569163,,0,0,0.0,0.0,0,0.0
120,,,"LINESTRING (698855.1694042784 5712475.793211306, 698856.6415290132 5712475.093726203, 698862.2319902177 5712467.674074096, 698863.9697889705 5712467.107496278)","['steps', 'footway']",,0,,12.722999999999999,,,False,"[681419345, 681419346, 681419342]",,,,6381240592,6381240616,,0,0,0.0,0.0,0,0.0
121,,,"LINESTRING (698855.1694042784 5712475.793211306, 698857.4042216643 5712475.836291024, 698862.7987988458 5712468.275335348, 698863.9697889705 5712467.107496278)","['steps', 'footway']",,1,,13.154,,,False,"[681419345, 681419347, 681419342]",,,,6381240592,6381240616,,0,0,0.0,0.0,0,0.0
122,,,"LINESTRING (698851.9073387701 5712444.375020037, 698858.3251970228 5712448.980559585)",footway,,0,,7.88,,,False,330197782,,,,6381240593,3371499086,,0,0,0.0,0.0,0,0.0
123,,,"LINESTRING (698851.9073387701 5712444.375020037, 698849.6646185715 5712442.761551397, 698852.9329263816 5712438.235117567, 698855.1068873436 5712435.224727016, 698847.7230099087 5712429.924335275, 698837.1364081267 5712422.51630895, 698830.132103405 5712417.631697533, 698826.2451059247 5712414.907061642, 698829.4371211628 5712410.377622456)","['steps', 'footway']",,0,,52.781000000000006,,,False,"[330197777, 330197772, 330197780, 330197782]",,,yes,6381240593,3371499076,,0,0,0.0,0.0,0,0.0
124,,,"LINESTRING (698851.9073387701 5712444.375020037, 698854.1533417653 5712440.944310931, 698856.6481380905 5712437.545627718, 698859.1041019892 5712439.21200148, 698857.4581553384 5712441.864490792, 698854.6632856431 5712439.984394387, 698857.3575350486 5712436.281741891)","['steps', 'footway']",,0,,22.315,,,False,"[681419344, 681556305, 681419343]",,,,6381240593,6381240599,2,0,0,0.0,0.0,0,0.0
125,,,"LINESTRING (698753.0691177299 5711852.121976559, 698755.4529728838 5711854.041565099)",unclassified,,0,,3.054,20 mph,Capper Street,False,520517823,,,,5073207575,1685267214,,0,0,0.0,0.0,0,0.0
126,,,"LINESTRING (698753.0691177299 5711852.121976559, 698738.9137470016 5711840.732748385)",unclassified,,0,,18.126,20 mph,Capper Street,False,520517823,,,,5073207575,1685267212,,0,0,0.0,0.0,0,0.0
127,,,"LINESTRING (698753.0691177299 5711852.121976559, 698772.3113069313 5711826.229103241, 698770.8555674177 5711819.769260038, 698768.4070988933 5711817.902809965, 698738.0006264425 5711795.064490444, 698728.1692225426 5711788.376768789, 698712.0296987923 5711778.157060294, 698708.5837486313 5711776.039999811)","['service', 'footway']",,0,,114.78200000000001,,Queen's Yard,False,"[628688344, 248989999, 520517173, 628688343, 248989816]",,,,5073207575,3247512653,,4,74,0.11526768538987744,0.19830551391380005,0,0.0
128,,,"LINESTRING (698857.3575350486 5712436.281741891, 698871.0080216299 5712445.970203244, 698876.9985853841 5712450.135870536, 698863.9697889705 5712467.107496278)",footway,,0,,45.339,,,False,469499253,,,,6381240599,6381240616,,0,0,0.0,0.0,0,0.0
129,,,"LINESTRING (698857.3575350486 5712436.281741891, 698838.0388019446 5712422.707580085, 698837.6789329284 5712423.205697516, 698836.9755548242 5712422.721574392, 698830.9524305719 5712418.49900552, 698829.508855476 5712417.406829407)","['steps', 'footway']",,0,,34.161,,,False,"[469499252, 469499253, 681419348]",,,,6381240599,4637987346,,0,0,0.0,0.0,0,0.0
130,,,"LINESTRING (698857.3575350486 5712436.281741891, 698854.6632856431 5712439.984394387, 698857.4581553384 5712441.864490792, 698859.1041019892 5712439.21200148, 698856.6481380905 5712437.545627718, 698854.1533417653 5712440.944310931, 698851.9073387701 5712444.375020037)","['steps', 'footway']",,0,,22.315,,,False,"[681419344, 681556305, 681419343]",,,,6381240599,6381240593,2,0,0,0.0,0.0,0,0.0
131,,,"LINESTRING (698866.0385984392 5712471.030303903, 698863.9697889705 5712467.107496278)",footway,,0,,4.429,,,False,469499253,,,,6381240615,6381240616,,0,0,0.0,0.0,0,0.0
132,,,"LINESTRING (698863.9697889705 5712467.107496278, 698866.0385984392 5712471.030303903)",footway,,0,,4.429,,,False,469499253,,,,6381240616,6381240615,,0,0,0.0,0.0,0,0.0
133,,,"LINESTRING (698863.9697889705 5712467.107496278, 698876.9985853841 5712450.135870536, 698871.0080216299 5712445.970203244, 698857.3575350486 5712436.281741891)",footway,,0,,45.339,,,False,469499253,,,,6381240616,6381240599,,0,0,0.0,0.0,0,0.0
134,,,"LINESTRING (698863.9697889705 5712467.107496278, 698862.2319902177 5712467.674074096, 698856.6415290132 5712475.093726203, 698855.1694042784 5712475.793211306)","['steps', 'footway']",,0,,12.722999999999999,,,False,"[681419345, 681419346, 681419342]",,,,6381240616,6381240592,,0,0,0.0,0.0,0,0.0
135,,,"LINESTRING (698863.9697889705 5712467.107496278, 698862.7987988458 5712468.275335348, 698857.4042216643 5712475.836291024, 698855.1694042784 5712475.793211306)","['steps', 'footway']",,1,,13.154,,,False,"[681419345, 681419347, 681419342]",,,,6381240616,6381240592,,0,0,0.0,0.0,0,0.0
136,,,"LINESTRING (698980.6527273252 5712693.121543242, 698951.2141806768 5712736.953461843, 698965.6527912428 5712747.062901181, 698974.7977175281 5712753.134125281)",service,,0,,81.259,,,False,61799494,,,,674922848,769989362,,2,0,0.08478159459901595,0.0,8,0.21549115441949496
137,,,"LINESTRING (698105.4913706507 5711931.295935244, 698105.6241205677 5711929.675377214)",primary,,0,4,1.625,30 mph,Great Portland Street,False,7970840,A4201,,,6183125372,25522559,,0,0,0.0,0.0,0,0.0
138,,,"LINESTRING (698105.4913706507 5711931.295935244, 698079.5153522512 5711929.791624296)",service,,0,,25.935,,,False,660411786,,,,6183125372,6183125373,,0,0,0.0,0.0,0,0.0
139,,,"LINESTRING (698105.4913706507 5711931.295935244, 698104.8657851113 5711939.132970536, 698104.6738475015 5711951.162648858, 698104.3532508287 5711955.103132265)",primary,,0,4,23.831,30 mph,Great Portland Street,False,7970840,A4201,,,6183125372,2177842860,,0,0,0.0,0.0,0,0.0
140,,,"LINESTRING (698079.5153522512 5711929.791624296, 698105.4913706507 5711931.295935244)",service,,0,,25.935,,,False,660411786,,,,6183125373,6183125372,,0,0,0.0,0.0,0,0.0
141,,,"LINESTRING (699063.552979831 5711065.034388527, 699061.7569280959 5711069.729852415)",service,,0,,5.023,,,False,40964939,,alley,,499122575,21665080,,0,0,0.0,0.0,0,0.0
142,,,"LINESTRING (699080.6598124116 5711026.030318646, 699084.2225392004 5711018.275143238, 699122.9777862323 5711034.36083352)",service,,0,,50.363,,Goslett Yard,False,4376579,,driveway,,499122580,107823,,4,64,0.1390530347371511,0.2312966143543561,3,0.15221574307368144
143,,,"LINESTRING (697819.6774987464 5711102.520010909, 697852.8253208796 5710996.814604354)",secondary,,0,,110.689,30 mph,Welbeck Street,False,19212464,B406,,,1667203491,1684410054,,2,71,0.07928294923310159,0.19792970843534824,10,0.21991934198766955
144,,,"LINESTRING (697819.6774987464 5711102.520010909, 697828.1066608422 5711105.142479085, 697832.306931734 5711106.464295857, 697836.7478228533 5711107.851173645, 697897.0406159861 5711127.896091548, 697900.4331492244 5711128.908084772, 697908.5986357197 5711131.342245112)",primary,,0,,93.196,30 mph,Wigmore Street,False,154132290,A5204,,,1667203491,1667203511,,0,0,0.0,0.0,0,0.0
145,,,"LINESTRING (697819.6774987464 5711102.520010909, 697817.1638297455 5711110.32797933, 697815.7158070841 5711114.859214609, 697814.2062237342 5711119.543942507, 697797.9331127341 5711175.565259038)",residential,,0,,76.157,30 mph,Welbeck Street,False,476448492,,,,1667203491,1667203520,,0,0,0.0,0.0,0,0.0
146,,,"LINESTRING (697908.5986357197 5711131.342245112, 697916.3561440337 5711133.727100236, 697960.0665072371 5711147.85908485)",primary,,0,,53.889,30 mph,Wigmore Street,False,17944923,A5204,,,1667203511,1684410090,,0,0,0.0,0.0,0,0.0
147,,,"LINESTRING (697908.5986357197 5711131.342245112, 697906.128194273 5711138.929160337, 697885.4995163474 5711202.218672947)",tertiary,,0,,74.48299999999999,30 mph,Wimpole Street,False,17944924,,,,1667203511,25496614,,4,0,0.1266721167025219,0.0,0,0.0
148,,,"LINESTRING (697908.5986357197 5711131.342245112, 697900.4331492244 5711128.908084772, 697897.0406159861 5711127.896091548, 697836.7478228533 5711107.851173645, 697832.306931734 5711106.464295857, 697828.1066608422 5711105.142479085, 697819.6774987464 5711102.520010909)",primary,,0,,93.19600000000001,30 mph,Wigmore Street,False,154132290,A5204,,,1667203511,1667203491,,0,0,0.0,0.0,0,0.0
149,,,"LINESTRING (697908.5986357197 5711131.342245112, 697911.4644979504 5711122.167288467, 697912.4959502245 5711118.878101902, 697940.0745578877 5711034.168444589, 697941.4494287752 5711030.269088509)",tertiary,,0,,106.19,30 mph,Wimpole Street,False,"[232486342, 532438742]",,,,1667203511,1684410073,,1,0,0.05046193764892955,0.0,0,0.0
150,,,"LINESTRING (699242.8914696191 5711382.460186469, 699237.0466287814 5711389.947474003, 699227.3752753056 5711402.707433976)",primary,,0,3,25.471,20 mph,Bloomsbury Street,False,401189740,A400,,,4236640701,14791182,,0,0,0.0,0.0,0,0.0
151,,,"LINESTRING (699242.8914696191 5711382.460186469, 699243.836891287 5711378.199061205, 699251.0432681611 5711368.415686333, 699256.7787945038 5711364.420625006)",primary,,0,2,23.468999999999998,20 mph,Bloomsbury Street,False,424202402,A400,,,4236640701,4236640051,,0,0,0.0,0.0,0,0.0
152,,,"LINESTRING (699242.8914696191 5711382.460186469, 699246.962925849 5711380.504352803, 699249.1383330447 5711379.242402865, 699255.0566966472 5711370.945132936, 699256.7787945038 5711364.420625006)",primary,,1,1,23.933999999999997,20 mph,Bloomsbury Street,False,424202403,A400,,,4236640701,4236640051,,0,0,0.0,0.0,0,0.0
153,,,"LINESTRING (697797.9331127341 5711175.565259038, 697840.7806080203 5711188.304095206)",residential,,0,,44.563,,Welbeck Way,False,154132288,,,,1667203520,1667203525,,0,0,0.0,0.0,0,0.0
154,,,"LINESTRING (697797.9331127341 5711175.565259038, 697789.0865189309 5711203.258738434)",residential,,0,,29.048,30 mph,Welbeck Street,False,476448492,,,,1667203520,1667203529,,1,0,0.06932226204407572,0.0,0,0.0
155,,,"LINESTRING (697797.9331127341 5711175.565259038, 697814.2062237342 5711119.543942507, 697815.7158070841 5711114.859214609, 697817.1638297455 5711110.32797933, 697819.6774987464 5711102.520010909)",residential,,0,,76.157,30 mph,Welbeck Street,False,476448492,,,,1667203520,1667203491,,0,0,0.0,0.0,0,0.0
156,,,"LINESTRING (698845.8091441991 5711981.20684954, 698870.4165734614 5712000.077103563)",footway,,0,,30.936,,,False,329149452,,,,3359703491,362474922,,0,0,0.0,0.0,0,0.0
157,,,"LINESTRING (697840.7806080203 5711188.304095206, 697829.9416951169 5711224.148722915)",service,,0,,37.417,,Welbeck Way,False,65502496,,,,1667203525,799416870,,0,13,0.0,0.15786576250483933,0,0.0
158,,,"LINESTRING (697840.7806080203 5711188.304095206, 697885.4995163474 5711202.218672947)",residential,,0,,46.69,,Welbeck Way,False,154132288,,,,1667203525,25496614,,1,0,0.06103661258827945,0.0,0,0.0
159,,,"LINESTRING (697840.7806080203 5711188.304095206, 697797.9331127341 5711175.565259038)",residential,,0,,44.563,,Welbeck Way,False,154132288,,,,1667203525,1667203520,,0,0,0.0,0.0,0,0.0
160,,,"LINESTRING (698936.9450333547 5711961.551787256, 698910.2985999307 5711942.244926322)",footway,,0,,32.825,,,False,329149451,,,,3359703492,635759109,,0,0,0.0,0.0,0,0.0
161,,,"LINESTRING (698936.9450333547 5711961.551787256, 698951.2103901954 5711930.62050828)",footway,,0,,34.027,,,False,330576918,,,,3359703492,3375498443,,0,0,0.0,0.0,0,0.0
162,,,"LINESTRING (698936.9450333547 5711961.551787256, 698955.3518193804 5711972.384562249, 698949.957784654 5711986.292619389, 698954.9683865248 5711992.079076312)",footway,,0,,43.845,,,False,"[329306350, 329306351]",,,,3359703492,3361727784,,0,0,0.0,0.0,0,0.0
163,,,"LINESTRING (697789.0865189309 5711203.258738434, 697797.9331127341 5711175.565259038)",residential,,0,,29.048,30 mph,Welbeck Street,False,476448492,,,,1667203529,1667203520,,1,0,0.06932226204407572,0.0,0,0.0
164,,,"LINESTRING (697807.5762214446 5711294.597484778, 697781.6464569827 5711374.873343818, 697777.976739748 5711384.718534436, 697775.195300861 5711391.736615768)",service,,0,,102.328,30 mph,Marylebone Mews,False,"[154132283, 154132284, 154132285]",,,yes,1667203552,1667203572,,0,4,0.0,0.07573655503740807,1,0.06463747122126938
165,,,"LINESTRING (697775.195300861 5711391.736615768, 697818.7619306725 5711407.186992269)",tertiary,,0,,46.086,30 mph,New Cavendish Street,False,476448490,,,,1667203572,101997,,0,0,0.0,0.0,3,0.15565138121938607
166,,,"LINESTRING (697775.195300861 5711391.736615768, 697777.976739748 5711384.718534436, 697781.6464569827 5711374.873343818, 697807.5762214446 5711294.597484778)",service,,0,,102.328,30 mph,Marylebone Mews,False,"[154132283, 154132284, 154132285]",,,yes,1667203572,1667203552,,0,4,0.0,0.07573655503740807,1,0.06463747122126938
167,,,"LINESTRING (699037.7789238765 5711950.39648825, 698999.0503632156 5712004.108385652)",unclassified,,0,,66.122,20 mph,Gordon Square,False,18309858,,,,480707110,485257395,,0,22,0.0,0.1626812018274607,0,0.0
168,,,"LINESTRING (699037.7789238765 5711950.39648825, 699041.1252350819 5711946.017969106, 699044.1966507904 5711941.918184758)","['residential', 'unclassified']",,0,,10.617,20 mph,Gordon Square,False,"[18309858, 228569788]",,,,480707110,107993,,0,0,0.0,0.0,0,0.0
169,,,"LINESTRING (699037.7789238765 5711950.39648825, 699039.6667475009 5711952.207674814, 699000.698482891 5712005.832207468)",footway,,0,,68.803,,,False,131665279,,,,480707110,1519252679,,0,22,0.0,0.16118051527375776,0,0.0
170,,,"LINESTRING (698876.6092801617 5712888.686167497, 698896.0413356384 5712860.362721193)",unclassified,,0,,34.301,20 mph,Chalton Street,False,8096701,,,,1455768786,60661401,,0,0,0.0,0.0,2,0.13332102063453838
171,,,"LINESTRING (698876.6092801617 5712888.686167497, 698857.6466470673 5712919.566942675)",unclassified,,0,,36.192,20 mph,Chalton Street,False,8096701,,,,1455768786,60661498,,0,0,0.0,0.0,3,0.16580470338781825
172,,,"LINESTRING (698876.6092801617 5712888.686167497, 698884.4773479458 5712894.194940463, 698891.7935504103 5712903.857839911, 698900.3500179566 5712912.177477482)",footway,,0,,33.589999999999996,,,False,132317715,,,,1455768786,1455768840,,0,0,0.0,0.0,1,0.08459918254059991
